label,message
spam,urgent  we are trying to contact u todays draw shows that you have won a â 800 prize guaranteed  call 09050000460 from land line  claim j89  po box245c2150pm
spam,text banneduk to 89555 to see  cost 150p textoperator g696ga 18  xxx
spam,auction round 4  the highest bid is now â 54  next maximum bid is â 71  to bid  send bids e  g  10  to bid â 10  to 83383  good luck
spam,collect your valentine s weekend to paris inc flight   hotel   â 200 prize guaranteed  text  paris to no  69101  www rtf sphosting com
spam,customer loyalty offer the new nokia6650 mobile from only â 10 at txtauction  txt word  start to no  81151   get yours now  4t ctxt tc 150p mtmsg
spam,you won t believe it but it s true  it s incredible txts  reply g now to learn truly amazing things that will blow your mind  from o2fwd only 18p txt
spam,hi 07734396839 ibh customer loyalty offer  the new nokia6600 mobile from only â 10 at txtauction txt word start to no 81151   get yours now 4t
spam,i am hot n horny and willing i live local to you   text a reply to hear strt back from me 150p per msg netcollex ltdhelpdesk  02085076972 reply stop to end
spam,do you want a new nokia 3510i colour phone delivered tomorrow  with 200 free minutes to any mobile   100 free text   free camcorder reply or call 08000930705
spam,congratulations you ve won  you re a winner in our august â 1000 prize draw  call 09066660100 now  prize code 2309
spam,8007 25p 4 alfie moon s children in need song on ur mob  tell ur m8s  txt tone charity to 8007 for nokias or poly charity for polys  zed 08701417012 profit 2 charity
spam,get the official england poly ringtone or colour flag on yer mobile for tonights game  text tone or flag to 84199  optout txt eng stop box39822 w111wx â 1 50
spam,customer service announcement  we recently tried to make a delivery to you but were unable to do so  please call 07090298926 to re schedule  ref 9307622
spam,you can stop further club tones by replying  stop mix  see my tone com enjoy  html for terms  club tones cost gbp4 50 week  mfl  po box 1146 mk45 2wt  2 3
spam,wamma get laid want real doggin locations sent direct to your mobile  join the uks largest dogging network  txt dogs to 69696 now nyt  ec2a  3lp â 1 50 msg
spam,you have won a nokia 7250i  this is what you get when you win our free auction  to take part send nokia to 86021 now  hg suite342 2lands row w1jhl 16
spam,promotion number  8714714   ur awarded a city break and could win a â 200 summer shopping spree every wk  txt store to 88039   skilgme  tscs087147403231winawk age16 â 1 50perwksub
spam,you are a winner you have been specially selected to receive â 1000 cash or a â 2000 award  speak to a live operator to claim call 087147123779am 7pm  cost 10p
spam,free top ringtone  sub to weekly ringtone get 1st week free send subpoly to 81618  3 per week stop sms 08718727870
spam,thanks for your ringtone order  reference number x49  your mobile will be charged 4 50  should your tone not arrive please call customer services 09065989182  from   colour red text  colour txtstar
spam,hi there  2nights ur lucky night  uve been invited 2 xchat  the uks wildest chat  txt chat to 86688 now  150p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs
spam,2 2 146tf150p
spam,dear voucher holder 2 claim your 1st class airport lounge passes when using your holiday voucher call 08704439680  when booking quote 1st class x 2
spam,bloomberg  message center  447797706009 why wait  apply for your future http   careers  bloomberg com
spam,yes  the only place in town to meet exciting adult singles is now in the uk  txt chat to 86688 now  150p msg
spam,free for 1st week  no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w45wq norm150p tone 16
spam,someone u know has asked our dating service 2 contact you  cant guess who  call 09058095107 now all will be revealed  pobox 7  s3xy 150p
spam,mila  age23  blonde  new in uk  i look sex with uk guys  if u like fun with me  text mtalk to 69866 18   30pp txt 1st 5free  â 1 50 increments  help08718728876
spam,claim a 200 shopping spree  just call 08717895698 now  have you won  mobstorequiz10ppm
spam,want to funk up ur fone with a weekly new tone reply tones2u 2 this text  www ringtones co uk  the original n best  tones 3gbp network operator rates apply
spam,twinks  bears  scallies  skins and jocks are calling now  don t miss the weekend s fun  call 08712466669 at 10p min  2 stop texts call 08712460324 nat rate
spam,we tried to contact you re your reply to our offer of a video handset  750 anytime any networks mins  unlimited text  camcorder  reply or call 08000930705 now
spam,urgent  we are trying to contact you  last weekends draw shows that you have won a â 900 prize guaranteed  call 09061701851  claim code k61  valid 12hours only
spam,74355 xmas iscoming   ur awarded either â 500 cd gift vouchers   free entry 2 r â 100 weekly draw txt music to 87066 tnc
spam,congratulations u can claim 2 vip row a tickets 2 c blu in concert in november or blu gift guaranteed call 09061104276 to claim ts cs www smsco net costâ 3 75max
spam,fantasy football is back on your tv  go to sky gamestar on sky active and play â 250k dream team  scoring starts on saturday  so register now sky opt out to 88088
spam,free msg  single  find a partner in your area  1000s of real people are waiting to chat now send chat to 62220cncl send stopcs 08717890890â 1 50 per msg
spam,win the newest â harry potter and the order of the phoenix  book 5  reply harry  answer 5 questions   chance to be the first among readers
spam,free msg  ringtone from  http   tms  widelive com index  wml id 1b6a5ecef91ff9 37819 first true18 0430 jul 05
spam,oh my god  i ve found your number again  i m so glad  text me back xafter this msgs cst std ntwk chg â 1 50
spam,a link to your picture has been sent  you can also use http   alto18 co uk wave wave asp o 44345
spam,double mins   1000 txts on orange tariffs  latest motorola  sonyericsson   nokia with bluetooth free  call mobileupd8 on 08000839402 or call2optout hf8
spam,urgent this is our 2nd attempt to contact u  your â 900 prize from yesterday is still awaiting collection  to claim call now 09061702893  acl03530150pm
spam,dear dave this is your final notice to collect your 4  tenerife holiday or  5000 cash award  call 09061743806 from landline  tcs sae box326 cw25wx 150ppm
spam,tells u 2 call 09066358152 to claim â 5000 prize  u have 2 enter all ur mobile   personal details   the prompts  careful
spam,your 2004 account for 07xxxxxxxxx shows 786 unredeemed points  to claim call 08719181259 identifier code  xxxxx expires 26 03 05
spam,do you want a new video handset  750 anytime any network mins  half price line rental  camcorder  reply or call 08000930705 for delivery tomorrow
spam,you have an important customer service announcement  call freephone 0800 542 0825 now
spam,free ringtone  reply real or poly eg real1 1  pushbutton 2  dontcha 3  babygoodbye 4  golddigger 5  webeburnin 1st tone free and 6 more when u join for â 3 wk
spam,free msg  get gnarls barkleys  crazy  ringtone totally free just reply go to this message right now
spam,refused a loan  secured or unsecured  can t get credit  call free now 0800 195 6669 or text back  help    we will
spam,you have been specially selected to receive a  3000 award  call 08712402050 before the lines close  cost 10ppm  16   t cs apply  ag promo
spam,you have won  as a valued vodafone customer our computer has picked you to win a â 150 prize  to collect is easy  just call 09061743386
spam,free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts  call mobileupd8 08001950382 or call2optout 674
spam,great new offer   double mins   double txt on best orange tariffs and get latest camera phones 4 free  call mobileupd8 free on 08000839402 now  or 2stoptxt t cs
spam,ringtoneking 84484
spam,ringtone club  gr8 new polys direct to your mobile every week
spam,bank of granite issues strong buy  explosive pick for our members      up over 300              nasdaq symbol cdgt that is a  5 00 per
spam,bored housewives  chat n date now  0871750 77 11  bt national rate 10p min only from landlines
spam,we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text free camcorder reply or call now 08000930705 del thurs
spam,this is the 2nd time we have tried to contact u  u have won the â 400 prize  2 claim is easy  just call 087104711148 now  only 10p per minute  bt national rate
spam,wan2 win a meet greet with westlife 4 u or a m8  they are currently on what tour  1 unbreakable  2 untamed  3 unkempt  text 1 2 or 3 to 83049  cost 50p  std text
spam,please call our customer service representative on freephone 0808 145 4742 between 9am 11pm as you have won a guaranteed â 1000 cash or â 5000 prize
spam,you will be receiving this week s triple echo ringtone shortly  enjoy it
spam,u ve been selected to stay in 1 of 250 top british hotels   for nothing  holiday valued at â 350  dial 08712300220 to claim   national rate call  bx526  sw73ss
spam,you are chosen to receive a â 350 award  pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer
spam,please call our customer service representative on freephone 0808 145 4742 between 9am 11pm as you have won a guaranteed â 1000 cash or â 5000 prize
spam,win a â 1000 cash prize or a prize worth â 5000
spam,thanks for your ringtone order  reference number x49 your mobile will be charged 4 50  should your tone not arrive please call customer services 09065989182
spam,moby pub quiz win a â 100 high street prize if u know who the new duchess of cornwall will be  txt her first name to 82277 unsub stop â 1 50 008704050406 sp
spam,this weeks savamob member offers are now accessible  just call 08709501522 for details  savamob  pobox 139  la3 2wu  only â 1 50 week  savamob   offers mobile
spam,you are being contacted by our dating service by someone you know  to find out who it is  call from your mobile or landline 09064017305 pobox75ldns7
spam,tbs persolvo  been chasing us since sept forâ 38 definitely not paying now thanks to your information  we will ignore them  kath  manchester
spam,loans for any purpose even if you have bad credit  tenants welcome  call noworriesloans com on 08717111821
spam,87077  kick off a new season with 2wks free goals   news to ur mobile  txt ur club name to 87077 eg villa to 87077
spam,orange brings you ringtones from all time chart heroes  with a free hit each week  go to ringtones   pics on wap  to stop receiving these tips reply stop
spam,private  your 2003 account statement for 07973788240 shows 800 un redeemed s  i  m  points  call 08715203649 identifier code  40533 expires 31 10 04
spam,we tried to call you re your reply to our sms for a video mobile 750 mins unlimited text   free camcorder reply of call 08000930705 now
spam,gsoh  good with spam the ladies u could b a male gigolo  2 join the uk s fastest growing mens club reply oncall  mjzgroup  08714342399 2stop reply stop  msg â 1 50rcvd
spam,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094599
spam,hot live fantasies call now 08707500020 just 20p per min ntt ltd  po box 1327 croydon cr9 5wb 0870 is a national rate call
spam,urgent  your mobile number has been awarded a  ukp 2000 prize guaranteed  call 09061790125 from landline  claim 3030  valid 12hrs only 150ppm
spam,spjanuary male sale  hot gay chat now cheaper  call 08709222922  national rate from 1 5p min cheap to 7 8p min peak  to stop texts call 08712460324  10p min
spam,freemsg today s the day if you are ready  i m horny   live in your town  i love sex fun   games  netcollex ltd 08700621170150p per msg reply stop to end
spam,in the simpsons movie released in july 2007 name the band that died at the start of the film  a green day  b blue day  c red day   send a  b or c
spam,please call amanda with regard to renewing or upgrading your current t mobile handset free of charge  offer ends today  tel 0845 021 3680 subject to t s and c s
spam,urgent   your 4  costa del sol holiday or â 5000 await collection  call 09050090044 now toclaim  sae  tc s  pobox334  stockport  sk38xh  costâ 1 50 pm  max10mins
spam,want a new video phone  750 anytime any network mins  half price line rental free text for 3 months  reply or call 08000930705 for free delivery
spam,had your mobile 11 months or more  u r entitled to update to the latest colour mobiles with camera for free  call the mobile update co free on 08002986030
spam,dear voucher holder  to claim this weeks offer  at your pc please go to http   www wtlp co uk text  ts cs apply
spam,congrats  nokia 3650 video camera phone is your call 09066382422 calls cost 150ppm ave call 3mins vary from mobiles 16  close 300603 post bcm4284 ldn wc1n3xx
spam,urgent  please call 0906346330  your abta complimentary 4  spanish holiday or â 10 000 cash await collection sae t cs box 47 po19 2ez 150ppm 18
spam,double mins and txts 4 6months free bluetooth on orange  available on sony  nokia motorola phones  call mobileupd8 on 08000839402 or call2optout n9dx
spam,free for 1st week  no1 nokia tone 4 ur mob every week just txt nokia to 8007 get txting and tell ur mates www getzed co uk pobox 36504 w45wq norm150p tone 16
spam,want to funk up ur fone with a weekly new tone reply tones2u 2 this text  www ringtones co uk  the original n best  tones 3gbp network operator rates apply
spam,cmon babe  make me horny   turn  me on  txt me your fantasy now babe    im hot  sticky and need you now  all replies cost â 1 50  2 cancel send stop
spam,important information 4 orange user 0796xxxxxx  today is ur lucky day 2 find out why log onto http   www urawinner com there s a fantastic prizeawaiting you
spam,missed call alert  these numbers called but left no message  07008009200
spam,freemsg  our records indicate you may be entitled to 3750 pounds for the accident you had  to claim for free reply with yes to this msg  to opt out text stop
spam,u can win â 100 of music gift vouchers every week starting now txt the word draw to 87066 tscs www idew com skillgame  1winaweek  age16  150ppermesssubscription
spam,show ur colours  euro 2004 2 4 1 offer  get an england flag   3lions tone on ur phone  click on the following service message for info
spam,text pass to 69669 to collect your polyphonic ringtones  normal gprs charges apply only  enjoy your tones
spam,accordingly  i repeat  just text the word ok on your mobile phone and send
spam,block breaker now comes in deluxe format with new features and great graphics from t mobile  buy for just â 5 by replying get bbdeluxe and take the challenge
spam,important information 4 orange user   today is your lucky day 2find out why log onto http   www urawinner com there s a fantastic surprise awaiting you
spam,natalja  25 f  is inviting you to be her friend  reply yes 440 or no 440 see her  www sms ac u nat27081980 stop  send stop frnd to 62468
spam,urgent  important information for 02 user  today is your lucky day  2 find out why   log onto http   www urawinner com there is a fantastic surprise awaiting you
spam,winner   as a valued network customer you have been selected to receivea â 900 prize reward  to claim call 09061701461  claim code kl341  valid 12 hours only
spam,kit strip   you have been billed 150p  netcollex ltd  po box 1013 ig11 oja
spam,hmv bonus special 500 pounds of genuine hmv vouchers to be won  just answer 4 easy questions  play now  send hmv to 86688 more info www 100percent real com
spam,please call 08712402578 immediately as there is an urgent message waiting for you
spam,thesmszone com lets you send free anonymous and masked messages  im sending this message from there  do you see the potential for abuse
spam,well done  your 4  costa del sol holiday or â 5000 await collection  call 09050090044 now toclaim  sae  tcs  pobox334  stockport  sk38xh  costâ 1 50 pm  max10mins
spam,someone u know has asked our dating service 2 contact you  cant guess who  call 09058091854 now all will be revealed  po box385 m6 6wu
spam,congrats  2 mobile 3g videophones r yours  call 09061744553 now  videochat wid ur mates  play java games  dload polyh music  noline rentl  bx420  ip4  5we  150pm
spam,u 447801259231 have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09058094597
spam,important information 4 orange user 0789xxxxxxx  today is your lucky day 2find out why log onto http   www urawinner com there s a fantastic surprise awaiting you
spam,our dating service has been asked 2 contact u by someone shy  call 09058091870 now all will be revealed  pobox84  m26 3uz 150p
spam,do you want a new video handset  750 any time any network mins  unlimited text  camcorder  reply or call now 08000930705 for del sat am
spam,ur balance is now â 600  next question  complete the landmark  big  a  bob  b  barry or c  ben    text a  b or c to 83738  good luck
spam,ur tonexs subscription has been renewed and you have been charged â 4 50  you can choose 10 more polys this month  www clubzed co uk  billing msg
spam,if you don t  your prize will go to another customer  t c at www t c biz 18  150p min polo ltd suite 373 london w1j 6hl please call back if busy
spam,do you want a new nokia 3510i colour phone delivered tomorrow  with 200 free minutes to any mobile   100 free text   free camcorder reply or call 8000930705
spam,recpt 1 3  you have ordered a ringtone  your order is being processed
spam,as one of our registered subscribers u can enter the draw 4 a 100 g b  gift voucher by replying with enter  to unsubscribe text stop
spam,for your chance to win a free bluetooth headset then simply reply back with  adp
spam,don t b floppy    b snappy   happy  only gay chat service with photo upload call 08718730666  10p min   2 stop our texts call 08712460324
spam,urgent ur awarded a complimentary trip to eurodisinc trav  aco entry41 or â 1000  to claim txt dis to 87121 18 6 â 1 50 morefrmmob  shracomorsglsuplt 10  ls1 3aj
spam,welcome to uk mobile date this msg is free giving you free calling to 08719839835  future mgs billed at 150p daily  to cancel send  go stop  to 89123
spam,3  you have received your mobile content  enjoy
spam,want explicit sex in 30 secs  ring 02073162414 now  costs 20p min
spam,latest nokia mobile or ipod mp3 player  â 400 proze guaranteed  reply with  win to 83355 now  norcorp ltd â 1 50 mtmsgrcvd18
spam,sms services  for your inclusive text credits  pls goto www comuk net login  3qxj9 unsubscribe with stop  no extra charge  help 08702840625 comuk  220 cm2 9ae
spam,mobile club  choose any of the top quality items for your mobile  7cfca1a
spam,money i have won wining number 946 wot do i do next
spam,congrats  2 mobile 3g videophones r yours  call 09061744553 now  videochat wid ur mates  play java games  dload polyh music  noline rentl  bx420  ip4  5we  150pm
spam,i want some cock  my hubby s away  i need a real man 2 satisfy me  txt wife to 89938 for no strings action   txt stop 2 end  txt rec â 1 50ea  otbox 731 la1 7ws
spam,gr8 new service   live sex video chat on your mob   see the sexiest dirtiest girls live on ur phone   4 details text horny to 89070 to cancel send stop to 89070
spam,freemsg hi baby wow just got a new cam moby  wanna c a hot pic  or fancy a chat im w8in 4utxt   rply chat to 82242 hlp 08712317606 msg150p 2rcv
spam,wanna have a laugh  try chit chat on your mobile now  logon by txting the word  chat and send it to no  8883 cm po box 4217 london w1a 6zf 16  118p msg rcvd
spam,urgent  this is the 2nd attempt to contact u u have won â 1000call 09071512432 b4 300603t csbcm4235wc1n3xx callcost150ppmmobilesvary  maxâ 7  50
spam,congratulations ur awarded 500 of cd vouchers or 125gift guaranteed   free entry 2 100 wkly draw txt music to 87066
spam,had your contract mobile 11 mnths  latest motorola  nokia etc  all free  double mins   text on orange tariffs  text yes for callback  no to remove from records
spam,urgent  call 09066350750 from your landline  your complimentary 4  ibiza holiday or 10 000 cash await collection sae t cs po box 434 sk3 8wp 150 ppm 18
spam,for ur chance to win a â 250 wkly shopping spree txt  shop to 80878  t s c s www txt 2 shop com custcare 08715705022  1x150p wk
spam,u have a secret admirer who is looking 2 make contact with u find out who they r reveal who thinks ur so special call on 09065171142 stopsms 08718727870150ppm
spam,mila  age23  blonde  new in uk  i look sex with uk guys  if u like fun with me  text mtalk to 69866 18   30pp txt 1st 5free  â 1 50 increments  help08718728876
spam,well done england  get the official poly ringtone or colour flag on yer mobile  text tone or flag to 84199 now  opt out txt eng stop  box39822 w111wx â 1 50
spam,freemsg  txt  call to no  86888   claim your reward of 3 hours talk time to use from your phone now  subscribe6gbp mnth inc 3hrs 16 stop txtstop
spam,sunshine quiz  win a super sony dvd recorder if you canname the capital of australia  text mquiz to 82277  b
spam,please call our customer service representative on 0800 169 6031 between 10am 9pm as you have won a guaranteed â 1000 cash or â 5000 prize
spam,todays voda numbers ending with 7634 are selected to receive a â 350 reward  if you have a match please call 08712300220 quoting claim code 7684 standard rates apply
spam,you are being ripped off  get your mobile content from www clubmoby com call 08717509990 poly true pix ringtones games six downloads for only 3
spam,we tried to contact you re your reply to our offer of a video phone 750 anytime any network mins half price line rental camcorder reply or call 08000930705
spam,a â 400 xmas reward is waiting for you  our computer has randomly picked you from our loyal mobile customers to receive a â 400 reward  just call 09066380611
spam,private  your 2003 account statement for shows 800 un redeemed s  i  m  points  call 08718738002 identifier code  48922 expires 21 11 04
spam,customer service announcement  we recently tried to make a delivery to you but were unable to do so  please call 07099833605 to re schedule  ref 9280114
spam,hi babe its chloe  how r u  i was smashed on saturday night  it was great  how was your weekend  u been missing me  sp visionsms com text stop to stop 150p text
spam,urgent  your mobile no 07808726822 was awarded a â 2 000 bonus caller prize on 02 09 03  this is our 2nd attempt to contact you  call 0871 872 9758 box95qu
spam,win  we have a winner  mr  t  foley won an ipod  more exciting prizes soon  so keep an eye on ur mobile or visit www win 82050 co uk
spam,free game  get rayman golf 4 free from the o2 games arcade  1st get ur games settings  reply post  then save   activ8  press 0 key for arcade  termsapply
spam,had your mobile 10 mths  update to the latest camera video phones for free  keep ur same number  get extra free mins texts  text yes for a call
spam,buy space invaders 4 a chance 2 win orig arcade game console  press 0 for games arcade  std wap charge  see o2 co uk games 4 terms   settings  no purchase
spam,camera   you are awarded a sipix digital camera  call 09061221066 fromm landline  delivery within 28 days
spam,your weekly cool mob tones are ready to download  this weeks new tones include  1  crazy frog axel f    2  akon lonely    3  black eyed dont p    more info in n
spam,cashbin co uk  get lots of cash this weekend   www cashbin co uk dear welcome to the weekend we have got our biggest and best ever cash give away   these
spam,urgent  your mobile number has been awarded with a â 2000 prize guaranteed  call 09061790121 from land line  claim 3030  valid 12hrs only 150ppm
spam,thanks 4 your continued support your question this week will enter u in2 our draw 4 â 100 cash  name the new us president  txt ans to 80082
spam,your unique user id is 1172  for removal send stop to 87239 customer services 08708034412
spam,urgent  call 09066649731from landline  your complimentary 4  ibiza holiday or â 10 000 cash await collection sae t cs po box 434 sk3 8wp 150ppm 18
spam,urgent this is our 2nd attempt to contact u  your â 900 prize from yesterday is still awaiting collection  to claim call now 09061702893
spam,santa calling  would your little ones like a call from santa xmas eve  call 09077818151 to book you time  calls1 50ppm last 3mins 30s t c www santacalling com
spam,private  your 2004 account statement for 078498    7 shows 786 unredeemed bonus points  to claim call 08719180219 identifier code  45239 expires 06 05 05
spam,check out choose your babe videos   sms shsex netun fgkslpopw fgkslpo
spam,u r a winner u ave been specially selected 2 receive â 1000 cash or a 4  holiday  flights inc  speak to a live operator 2 claim 0871277810710p min  18
spam,new mobiles from 2004  must go  txt  nokia to no  89545   collect yours today  from only â 1  www 4 tc biz 2optout 087187262701 50gbp mtmsg18 txtauction
spam,private  your 2003 account statement for shows 800 un redeemed s  i  m  points  call 08715203652 identifier code  42810 expires 29 10 0
spam,you have won  as a valued vodafone customer our computer has picked you to win a â 150 prize  to collect is easy  just call 09061743386
spam,free message  thanks for using the auction subscription service  18   150p msgrcvd 2 skip an auction txt out  2 unsubscribe txt stop customercare 08718726270
spam,bored housewives  chat n date now  0871750 77 11  bt national rate 10p min only from landlines
spam,lyricalladie 21 f  is inviting you to be her friend  reply yes 910 or no 910  see her  www sms ac u hmmross stop  send stop frnd to 62468
spam,no 1 polyphonic tone 4 ur mob every week  just txt pt2 to 87575  1st tone free   so get txtin now and tell ur friends  150p tone  16 reply hl 4info
spam,todays vodafone numbers ending with 4882 are selected to a receive a â 350 award  if your number matches call 09064019014 to receive your â 350 award
spam,want the latest video handset  750 anytime any network mins  half price line rental  reply or call 08000930705 for delivery tomorrow
spam,ou are guaranteed the latest nokia phone  a 40gb ipod mp3 player or a â 500 prize  txt word  collect to no  83355  ibhltd ldnw15h 150p mtmsgrcvd18
spam,free  polyphonic ringtone text super to 87131 to get your free poly tone of the week now  16 sn pobox202 nr31 7zs subscription 450pw
spam,warner village 83118 c colin farrell in swat this wkend  warner village   get 1 free med  popcorn just show msg ticket kiosk valid 4 7 12  c t c  kiosk  reply sony 4 mre film offers
spam,goal  arsenal 4  henry  7 v liverpool 2 henry scores with a simple shot from 6 yards from a pass by bergkamp to give arsenal a 2 goal margin after 78 mins
spam,this is the 2nd time we have tried 2 contact u  u have won the 750 pound prize  2 claim is easy  call 08712101358 now  only 10p per min  bt national rate
spam,got what it takes 2 take part in the wrc rally in oz  u can with lucozade energy  text rally le to 61200  25p   see packs or lucozade co uk wrc   itcould be u
spam,hi  the sexychat girls are waiting for you to text them  text now for a great night chatting  send stop to stop this service
spam,great news  call freefone 08006344447 to claim your guaranteed â 1000 cash or â 2000 gift  speak to a live operator now
spam,hi this is amy  we will be sending you a free phone number in a couple of days  which will give you an access to all the adult parties
spam,welcome to select  an o2 service with added benefits  you can now call our specially trained advisors free from your mobile by dialling 402
spam,dear voucher holder have your next meal on us  use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp   www vouch4me com etlp dining asp
spam,urgent  we are trying to contact u  todays draw shows that you have won a â 2000 prize guaranteed  call 09058094507 from land line  claim 3030  valid 12hrs only
spam,you can donate â 2 50 to unicef s asian tsunami disaster support fund by texting donate to 864233  â 2 50 will be added to your next bill
spam,goldviking  29 m  is inviting you to be his friend  reply yes 762 or no 762 see him  www sms ac u goldviking stop  send stop frnd to 62468
spam,phony â 350 award   todays voda numbers ending xxxx are selected to receive a â 350 award  if you have a match please call 08712300220 quoting claim code 3100 standard rates app
spam,cds 4u  congratulations ur awarded â 500 of cd gift vouchers or â 125 gift guaranteed   freeentry 2 â 100 wkly draw xt music to 87066 tncs www ldew com1win150ppmx3age16
spam,you have won a guaranteed â 1000 cash or a â 2000 prize  to claim yr prize call our customer service representative on 08714712412 between 10am 7pm cost 10p
spam,dear 0776xxxxxxx u ve been invited to xchat  this is our final attempt to contact u  txt chat to 86688 150p msgrcvdhg suite342 2lands row w1j6hl ldn 18yrs
spam,ur cash balance is currently 500 pounds   to maximize ur cash in now send go to 86688 only 150p meg  cc  08718720201 hg suite342 2lands row w1j6hl
spam,private  your 2003 account statement for shows 800 un redeemed s i m  points  call 08715203685 identifier code 4xx26 expires 13 10 04
spam,i d like to tell you my deepest darkest fantasies  call me 09094646631 just 60p min  to stop texts call 08712460324  nat rate
spam,you won t believe it but it s true  it s incredible txts  reply g now to learn truly amazing things that will blow your mind  from o2fwd only 18p txt
spam,natalie  20 f  is inviting you to be her friend  reply yes 165 or no 165 see her  www sms ac u natalie2k9 stop  send stop frnd to 62468
spam,jamster  to get your free wallpaper text heart to 88888 now  t c apply  16 only  need help  call 08701213186
spam,double mins   double txt   1 2 price linerental on latest orange bluetooth mobiles  call mobileupd8 for the very latest offers  08000839402 or call2optout lf56
spam,free video camera phones with half price line rental for 12 mths and 500 cross ntwk mins 100 txts  call mobileupd8 08001950382 or call2optout 674
spam,83039 62735 â 450 uk break accommodationvouchers terms   conditions apply  2 claim you mustprovide your claim number which is 15541
spam,5p 4 alfie moon s children in need song on ur mob  tell ur m8s  txt tone charity to 8007 for nokias or poly charity for polys  zed 08701417012 profit 2 charity
spam,win a â 200 shopping spree every week starting now  2 play text store to 88039  skilgme  tscs08714740323 1winawk  age16 â 1 50perweeksub
spam,this is the 2nd attempt to contract u  you have won this weeks top prize of either â 1000 cash or â 200 prize  just call 09066361921
spam,do you want a new nokia 3510i colour phone deliveredtomorrow  with 300 free minutes to any mobile   100 free texts   free camcorder reply or call 08000930705
spam,themob hit the link to get a premium pink panther game  the new no  1 from sugababes  a crazy zebra animation or a badass hoody wallpaper all 4 free
spam,this msg is for your mobile content order it has been resent as previous attempt failed due to network error queries to customersqueries netvision uk com
spam,you have 1 new message  please call 08715205273
spam,december only  had your mobile 11mths   you are entitled to update to the latest colour camera mobile for free  call the mobile update vco free on 08002986906
spam,get 3 lions england tone  reply lionm 4 mono or lionp 4 poly  4 more go 2 www ringtones co uk  the original n best  tones 3gbp network operator rates apply
spam,private  your 2003 account statement for 078
spam,you ve won  your 4  costa del sol holiday or â 5000 await collection  call 09050090044 now toclaim  sae  tc s  pobox334  stockport  sk38xh  costâ 1 50 pm  max10mins
spam,free for 1st week  no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates  www getzed co uk pobox 36504 w45wq 16  norm150p tone
spam,get your garden ready for summer with a free selection of summer bulbs and seeds worth â 33 50 only with the scotsman this saturday  to stop go2 notxt co uk
spam,congrats 2 mobile 3g videophones r yours  call 09063458130 now  videochat wid ur mates  play java games  dload polyph music  noline rentl  bx420  ip4  5we  150p
spam,sms auction   a brand new nokia 7250 is up 4 auction today  auction is free 2 join   take part  txt nokia to 86021 now
spam,ree entry in 2 a weekly comp for a chance to win an ipod  txt pod to 80182 to get entry  std txt rate  t c s apply 08452810073 for details 18
spam,our records indicate u maybe entitled to 5000 pounds in compensation for the accident you had  to claim 4 free reply with claim to this msg  2 stop txt stop
spam,spook up your mob with a halloween collection of a logo   pic message plus a free eerie tone  txt card spook to 8007 zed 08701417012150p per logo pic
spam,call germany for only 1 pence per minute  call from a fixed line via access number 0844 861 85 85  no prepayment  direct access  www telediscount co uk
spam,you ve won  your 4  costa del sol holiday or â 5000 await collection  call 09050090044 now toclaim  sae  tc s  pobox334  stockport  sk38xh  costâ 1 50 pm  max10mins
spam,had your mobile 11mths   update for free to oranges latest colour camera mobiles   unlimited weekend calls  call mobile upd8 on freefone 08000839402 or 2stoptxt
spam,natalja  25 f  is inviting you to be her friend  reply yes 440 or no 440 see her  www sms ac u nat27081980 stop  send stop frnd to 62468
spam,private  your 2003 account statement for  fone no  shows 800 un redeemed s  i  m  points  call 08715203656 identifier code  42049 expires 26 10 04
spam,you are chosen to receive a â 350 award  pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer
spam,someonone you know is trying to contact you via our dating service  to find out who it could be call from your mobile or landline 09064015307 box334sk38ch
spam,urgent  please call 09061213237 from a landline  â 5000 cash or a 4  holiday await collection  t  cs sae po box 177 m227xy  16
spam,if you don t  your prize will go to another customer  t c at www t c biz 18  150p min polo ltd suite 373 london w1j 6hl please call back if busy
spam,urgent  your mobile number has been awarded with a â 2000 prize guaranteed  call 09061790126 from land line  claim 3030  valid 12hrs only 150ppm
spam,urgent  you have won a 1 week free membership in our â 100 000 prize jackpot  txt the word  claim to no  81010 t c www dbuk net lccltd pobox 4403ldnw1a7rw18
spam,urgent  please call 09061213237 from landline  â 5000 cash or a luxury 4  canary islands holiday await collection  t cs sae po box 177  m227xy  150ppm  16
spam,xmas iscoming   ur awarded either â 500 cd gift vouchers   free entry 2 r â 100 weekly draw txt music to 87066 tnc www ldew com1win150ppmx3age16subscription
spam,get the official england poly ringtone or colour flag on yer mobile for tonights game  text tone or flag to 84199  optout txt eng stop box39822 w111wx â 1 50
